"key_id","iuropa_judge_id","item_id","first_name","last_name","last_name_latin","last_name_label","last_name_latin_label","item_number","item_text","type_education","type_job","type_other","job_judge","job_lawyer","job_civil_servant","job_academic","job_politician","court_lower","court_high","court_cjeu","court_international","common_law_university"
12,"J:0101","J:0101:12","Louis","Delvaux","Delvaux","Delvaux","Delvaux",12,"Judge at the Court of Justice of the ECSC from 4 December 1952 to 6 October 1958",0,1,0,1,0,0,0,0,0,0,1,0,0
13,"J:0101","J:0101:13","Louis","Delvaux","Delvaux","Delvaux","Delvaux",13,"Judge at the Court of Justice of the European Communities from 7 October 1958 to 8 October 1967",0,1,0,1,0,0,0,0,0,0,1,0,0
14,"J:0101","J:0101:14","Louis","Delvaux","Delvaux","Delvaux","Delvaux",14,"died on 24 August 1976",0,0,1,0,0,0,0,0,0,0,0,0,0
15,"J:0102","J:0102:01","Josse","Mertens de Wilmars","Mertens de Wilmars","Mertens de Wilmars","Mertens de Wilmars",1,"Josse J. MERTENS de WILMARS Born on 22 June 1912 in St-Niklaas Waas",0,0,1,0,0,0,0,0,0,0,0,0,0
16,"J:0102","J:0102:02","Josse","Mertens de Wilmars","Mertens de Wilmars","Mertens de Wilmars","Mertens de Wilmars",2,"Belgian national",0,0,1,0,0,0,0,0,0,0,0,0,0
17,"J:0102","J:0102:03","Josse","Mertens de Wilmars","Mertens de Wilmars","Mertens de Wilmars","Mertens de Wilmars",3,"Doctor of Laws (1934)",1,0,0,0,0,0,0,0,0,0,0,0,0
18,"J:0102","J:0102:04","Josse","Mertens de Wilmars","Mertens de Wilmars","Mertens de Wilmars","Mertens de Wilmars",4,"Avocat, Member of the Conseil de l'Ordre (Bar Council) (1935)",0,1,0,0,1,0,0,0,0,0,0,0,0
19,"J:0102","J:0102:05","Josse","Mertens de Wilmars","Mertens de Wilmars","Mertens de Wilmars","Mertens de Wilmars",5,"Doctor in Political and Diplomatic Sciences (1945)",1,0,0,0,0,0,0,0,0,0,0,0,0
20,"J:0102","J:0102:06","Josse","Mertens de Wilmars","Mertens de Wilmars","Mertens de Wilmars","Mertens de Wilmars",6,"Board Member and subsequently President of the Vlaamse Conferentie van de Balie (Flemish Bar Conference)",0,1,0,0,0,0,0,0,0,0,0,0,0
21,"J:0102","J:0102:07","Josse","Mertens de Wilmars","Mertens de Wilmars","Mertens de Wilmars","Mertens de Wilmars",7,"Member of the House of Representatives (1951-61)",0,1,0,0,0,0,0,1,0,0,0,0,0
22,"J:0102","J:0102:08","Josse","Mertens de Wilmars","Mertens de Wilmars","Mertens de Wilmars","Mertens de Wilmars",8,"Member of Parliamentary Committees: Foreign Affairs, Justice and Constitutional Reform",0,1,0,0,0,0,0,1,0,0,0,0,0
23,"J:0102","J:0102:09","Josse","Mertens de Wilmars","Mertens de Wilmars","Mertens de Wilmars","Mertens de Wilmars",9,"Professor Extraordinary at the Faculty of Law of the University of Louvain",0,1,0,0,0,0,1,0,0,0,0,0,0
24,"J:0102","J:0102:10","Josse","Mertens de Wilmars","Mertens de Wilmars","Mertens de Wilmars","Mertens de Wilmars",10,"Judge at the Court of Justice from 9 October 1967 to 29 October 1980, President from 30 October 1980 to 10 April 1984",0,1,0,1,0,0,0,0,0,0,1,0,0
25,"J:0102","J:0102:11","Josse","Mertens de Wilmars","Mertens de Wilmars","Mertens de Wilmars","Mertens de Wilmars",11,"died on 1 August 2002",0,0,1,0,0,0,0,0,0,0,0,0,0
26,"J:0103","J:0103:01","René","Joliet","Joliet","Joliet","Joliet",1,"René JOLIET Born on 17 January 1938",0,0,1,0,0,0,0,0,0,0,0,0,0
27,"J:0103","J:0103:02","René","Joliet","Joliet","Joliet","Joliet",2,"Belgian national",0,0,1,0,0,0,0,0,0,0,0,0,0
28,"J:0103","J:0103:03","René","Joliet","Joliet","Joliet","Joliet",3,"Ordinary Professor (1974-84) and Special Professor (from 1984), Faculty of Law, University of Liège (Chair of European Community Law)",0,1,0,0,0,0,1,0,0,0,0,0,0
29,"J:0103","J:0103:04","René","Joliet","Joliet","Joliet","Joliet",4,"Holder of the Belgian Chair at the University of London, King's College (1977)",0,1,0,0,0,0,1,0,0,0,0,0,1
30,"J:0103","J:0103:05","René","Joliet","Joliet","Joliet","Joliet",5,"Visiting Professor at the University of Nancy (1971-78), the Europa Institute of the University of Amsterdam (1976-85), the Catholic University of Louvain-la-Neuve (1980-82) and Northwestern University, Chicago (1974 and 1983)",0,1,0,0,0,0,1,0,0,0,0,0,1
31,"J:0103","J:0103:06","René","Joliet","Joliet","Joliet","Joliet",6,"Teacher of European Competition Law at the College of Europe, Bruges (1979-84)",0,1,0,0,0,0,1,0,0,0,0,0,0
32,"J:0103","J:0103:07","René","Joliet","Joliet","Joliet","Joliet",7,"Judge at the Court of Justice from 10 April 1984 to 15 July 1995, the date of his death",0,1,0,1,0,0,0,0,0,0,1,0,0
33,"J:0104","J:0104:01","Walter","Van Gerven","Van Gerven","Van Gerven","Van Gerven",1,"Walter VAN GERVEN Born on 11 May 1935",0,0,1,0,0,0,0,0,0,0,0,0,0
34,"J:0104","J:0104:02","Walter","Van Gerven","Van Gerven","Van Gerven","Van Gerven",2,"Belgian national",0,0,1,0,0,0,0,0,0,0,0,0,0
35,"J:0104","J:0104:03","Walter","Van Gerven","Van Gerven","Van Gerven","Van Gerven",3,"Professor at the Catholic University of Leuven, the University of Chicago and the University of Amsterdam",0,1,0,0,0,0,1,0,0,0,0,0,1
36,"J:0104","J:0104:04","Walter","Van Gerven","Van Gerven","Van Gerven","Van Gerven",4,"Vice-Rector and Member of the Academic Council and Organising Authority of the Catholic University of Leuven",0,1,0,0,0,0,1,0,0,0,0,0,0
37,"J:0104","J:0104:05","Walter","Van Gerven","Van Gerven","Van Gerven","Van Gerven",5,"Advocate (Dendermonde, Leuven, Brussels)",0,1,0,0,1,0,0,0,0,0,0,0,0
38,"J:0104","J:0104:06","Walter","Van Gerven","Van Gerven","Van Gerven","Van Gerven",6,"Chairman of the Commission on Banking",0,1,0,0,0,1,0,0,0,0,0,0,0
39,"J:0104","J:0104:07","Walter","Van Gerven","Van Gerven","Van Gerven","Van Gerven",7,"Advocate General at the Court of Justice from 7 October 1988 to 6 October 1994",0,1,0,1,0,0,0,0,0,0,1,0,0
40,"J:0104","J:0104:08","Walter","Van Gerven","Van Gerven","Van Gerven","Van Gerven",8,"died on 8 July 2015",0,0,1,0,0,0,0,0,0,0,0,0,0
41,"J:0105","J:0105:01","Koen","Lenaerts","Lenaerts","Lenaerts","Lenaerts",1,"lic. iuris, Ph.D. in Law (Katholieke Universiteit Leuven)",1,0,0,0,0,0,0,0,0,0,0,0,0
42,"J:0105","J:0105:02","Koen","Lenaerts","Lenaerts","Lenaerts","Lenaerts",2,"Master of Laws, Master in Public Administration (Harvard University)",1,0,0,0,0,0,0,0,0,0,0,0,1
43,"J:0105","J:0105:03","Koen","Lenaerts","Lenaerts","Lenaerts","Lenaerts",3,"Lecturer (1979-83), subsequently Professor of European Law, Katholieke Universiteit Leuven (since 1983)",0,1,0,0,0,0,1,0,0,0,0,0,0
44,"J:0105","J:0105:04","Koen","Lenaerts","Lenaerts","Lenaerts","Lenaerts",4,"Legal Secretary at the Court of Justice (1984-85)",0,1,0,0,1,1,0,0,0,0,0,0,0
45,"J:0105","J:0105:05","Koen","Lenaerts","Lenaerts","Lenaerts","Lenaerts",5,"Professor at the College of Europe, Bruges (1984-89)",0,1,0,0,0,0,1,0,0,0,0,0,0
46,"J:0105","J:0105:06","Koen","Lenaerts","Lenaerts","Lenaerts","Lenaerts",6,"member of the Brussels Bar (1986-89)",0,1,0,0,1,0,0,0,0,0,0,0,0
47,"J:0105","J:0105:07","Koen","Lenaerts","Lenaerts","Lenaerts","Lenaerts",7,"Visiting Professor at the Harvard Law School (1989)",0,1,0,0,0,0,1,0,0,0,0,0,1
48,"J:0105","J:0105:08","Koen","Lenaerts","Lenaerts","Lenaerts","Lenaerts",8,"Judge at the Court of First Instance of the European Communities from 25 September 1989 to 6 October 2003",0,1,0,1,0,0,0,0,0,0,1,0,0
49,"J:0105","J:0105:09","Koen","Lenaerts","Lenaerts","Lenaerts","Lenaerts",9,"Judge at the Court of Justice since 7 October 2003",0,1,0,1,0,0,0,0,0,0,1,0,0
50,"J:0105","J:0105:10","Koen","Lenaerts","Lenaerts","Lenaerts","Lenaerts",10,"Vice-President of the Court of Justice from 9 October 2012 to 7 October 2015",0,1,0,1,0,0,0,0,0,0,1,0,0
51,"J:0105","J:0105:11","Koen","Lenaerts","Lenaerts","Lenaerts","Lenaerts",11,"President of the Court of Justice since 8 October 2015",0,1,0,1,0,0,0,0,0,0,1,0,0
52,"J:0105","J:0105:12","Koen","Lenaerts","Lenaerts","Lenaerts","Lenaerts",12,"lic.iuris, Ph.D. in Law (Katholieke Universiteit Leuven)",1,0,0,0,0,0,0,0,0,0,0,0,0
53,"J:0105","J:0105:13","Koen","Lenaerts","Lenaerts","Lenaerts","Lenaerts",13,"Master of Laws, Master in Public Administration (Harvard University)",1,0,0,0,0,0,0,0,0,0,0,0,1
54,"J:0105","J:0105:14","Koen","Lenaerts","Lenaerts","Lenaerts","Lenaerts",14,"Lecturer (1979-83), subsequently Professor of European Law, Katholieke Universiteit Leuven (since 1983)",0,1,0,0,0,0,1,0,0,0,0,0,0
55,"J:0105","J:0105:15","Koen","Lenaerts","Lenaerts","Lenaerts","Lenaerts",15,"Legal Secretary at the Court of Justice (1984-85)",0,1,0,0,1,1,0,0,0,0,0,0,0
56,"J:0105","J:0105:16","Koen","Lenaerts","Lenaerts","Lenaerts","Lenaerts",16,"Professor at the College of Europe, Bruges (1984-89)",0,1,0,0,0,0,1,0,0,0,0,0,0
57,"J:0105","J:0105:17","Koen","Lenaerts","Lenaerts","Lenaerts","Lenaerts",17,"Member of the Brussels Bar (1986-89)",0,1,0,0,1,0,0,0,0,0,0,0,0
58,"J:0105","J:0105:18","Koen","Lenaerts","Lenaerts","Lenaerts","Lenaerts",18,"Visiting Professor at the Harvard Law School (1989)",0,1,0,0,0,0,1,0,0,0,0,0,1
59,"J:0105","J:0105:19","Koen","Lenaerts","Lenaerts","Lenaerts","Lenaerts",19,"Judge at the Court of First Instance of the European Communities from 25 September 1989 to 6 October 2003",0,1,0,1,0,0,0,0,0,0,1,0,0
60,"J:0105","J:0105:20","Koen","Lenaerts","Lenaerts","Lenaerts","Lenaerts",20,"Judge at the Court of Justice since 7 October 2003",0,1,0,1,0,0,0,0,0,0,1,0,0
61,"J:0105","J:0105:21","Koen","Lenaerts","Lenaerts","Lenaerts","Lenaerts",21,"Vice-President of the Court of Justice from 9 October 2012 to 8 October 2015",0,1,0,1,0,0,0,0,0,0,1,0,0
62,"J:0105","J:0105:22","Koen","Lenaerts","Lenaerts","Lenaerts","Lenaerts",22,"President of the Court of Justice since 8 October 2015",0,1,0,1,0,0,0,0,0,0,1,0,0
63,"J:0106","J:0106:01","Melchior","Wathelet","Wathelet","Wathelet","Wathelet",1,"degrees in law and in economics (University of Liège)",1,0,0,0,0,0,0,0,0,0,0,0,0
64,"J:0106","J:0106:02","Melchior","Wathelet","Wathelet","Wathelet","Wathelet",2,"Master of Laws (Harvard University, United States)",1,0,0,0,0,0,0,0,0,0,0,0,1
65,"J:0106","J:0106:03","Melchior","Wathelet","Wathelet","Wathelet","Wathelet",3,"Doctor honoris causa (Université Paris-Dauphine)",1,0,0,0,0,0,0,0,0,0,0,0,0
66,"J:0106","J:0106:04","Melchior","Wathelet","Wathelet","Wathelet","Wathelet",4,"Professor of European Law at the Catholic University of Louvain and the University of Liège",0,1,0,0,0,0,1,0,0,0,0,0,0
67,"J:0106","J:0106:05","Melchior","Wathelet","Wathelet","Wathelet","Wathelet",5,"Deputy (1977-95)",0,1,0,0,0,0,0,1,0,0,0,0,0
68,"J:0106","J:0106:06","Melchior","Wathelet","Wathelet","Wathelet","Wathelet",6,"State Secretary, Minister and Minister-President of the Walloon Region (1980-88)",0,1,0,0,0,1,0,0,0,0,0,0,0
69,"J:0106","J:0106:07","Melchior","Wathelet","Wathelet","Wathelet","Wathelet",7,"Deputy Prime Minister, Minister for Justice and for Small and Medium-Sized Businesses, the Liberal Professions and the Self-Employed (1988-92)",0,1,0,0,0,1,0,1,0,0,0,0,0
70,"J:0106","J:0106:08","Melchior","Wathelet","Wathelet","Wathelet","Wathelet",8,"Deputy Prime Minister, Minister for Justice and Economic Affairs (1992-95)",0,1,0,0,0,0,0,1,0,0,0,0,0
71,"J:0106","J:0106:09","Melchior","Wathelet","Wathelet","Wathelet","Wathelet",9,"Deputy Prime Minister, Minister for National Defence (1995)",0,1,0,0,0,0,0,1,0,0,0,0,0
72,"J:0106","J:0106:10","Melchior","Wathelet","Wathelet","Wathelet","Wathelet",10,"Mayor of Verviers (1995)",0,1,0,0,0,0,0,1,0,0,0,0,0
73,"J:0106","J:0106:11","Melchior","Wathelet","Wathelet","Wathelet","Wathelet",11,"Judge at the Court of Justice of the European Communities (1995-2003)",0,1,0,1,0,0,0,0,0,0,1,0,0
74,"J:0106","J:0106:12","Melchior","Wathelet","Wathelet","Wathelet","Wathelet",12,"legal adviser, then counsel (2004-12)",0,1,0,0,1,0,0,0,0,0,0,0,0
75,"J:0106","J:0106:13","Melchior","Wathelet","Wathelet","Wathelet","Wathelet",13,"Minister of State (2009-12)",0,1,0,0,0,1,0,0,0,0,0,0,0
76,"J:0106","J:0106:14","Melchior","Wathelet","Wathelet","Wathelet","Wathelet",14,"Advocate General at the Court of Justice from 8 October 2012 to 8 October 2018",0,1,0,1,0,0,0,0,0,0,1,0,0
77,"J:0107","J:0107:01","Franklin","Dehousse","Dehousse","Dehousse","Dehousse",1,"law degree (University of Liege, 1981)",1,0,0,0,0,0,0,0,0,0,0,0,0
78,"J:0107","J:0107:02","Franklin","Dehousse","Dehousse","Dehousse","Dehousse",2,"Research Fellow (Fonds national de la recherche scientifique, 1985-89)",0,1,0,0,0,0,1,0,0,0,0,0,0
79,"J:0107","J:0107:03","Franklin","Dehousse","Dehousse","Dehousse","Dehousse",3,"Legal Adviser to the Chamber of Representatives (1981-90)",0,1,0,0,1,0,0,0,0,0,0,0,0
80,"J:0107","J:0107:04","Franklin","Dehousse","Dehousse","Dehousse","Dehousse",4,"Doctor of Laws (University of Strasbourg, 1990)",1,0,0,0,0,0,0,0,0,0,0,0,0
81,"J:0107","J:0107:05","Franklin","Dehousse","Dehousse","Dehousse","Dehousse",5,"Professor (Universities of Liege and Strasbourg",0,1,0,0,0,0,1,0,0,0,0,0,0
82,"J:0107","J:0107:06","Franklin","Dehousse","Dehousse","Dehousse","Dehousse",6,"College of Europe",1,0,0,0,0,0,0,0,0,0,0,0,0
83,"J:0107","J:0107:07","Franklin","Dehousse","Dehousse","Dehousse","Dehousse",7,"Institut royal supérieur de Défense",0,1,0,0,0,0,0,0,0,0,0,0,0
84,"J:0107","J:0107:08","Franklin","Dehousse","Dehousse","Dehousse","Dehousse",8,"Université Montesquieu, Bordeaux",1,0,0,0,0,0,0,0,0,0,0,0,0
85,"J:0107","J:0107:09","Franklin","Dehousse","Dehousse","Dehousse","Dehousse",9,"Collège Michel Servet of the Universities of Paris",1,0,0,0,0,0,0,0,0,0,0,0,0
86,"J:0107","J:0107:10","Franklin","Dehousse","Dehousse","Dehousse","Dehousse",10,"Faculties of Notre-Dame de la Paix, Namur)",0,1,0,0,0,0,1,0,0,0,0,0,0
87,"J:0107","J:0107:11","Franklin","Dehousse","Dehousse","Dehousse","Dehousse",11,"Special Representative of the Minister for Foreign Affairs (1995-99)",0,1,0,0,0,1,0,0,0,0,0,0,0
88,"J:0107","J:0107:12","Franklin","Dehousse","Dehousse","Dehousse","Dehousse",12,"Director of European Studies of the Royal Institute of International Relations (1998-2003)",0,1,0,0,0,0,1,0,0,0,0,0,0
89,"J:0107","J:0107:13","Franklin","Dehousse","Dehousse","Dehousse","Dehousse",13,"assesseur at the Council of State (2001-03)",0,1,0,0,0,1,0,0,0,0,0,0,0
90,"J:0107","J:0107:14","Franklin","Dehousse","Dehousse","Dehousse","Dehousse",14,"consultant to the European Commission (1990-2003)",0,1,0,0,0,1,0,0,0,0,0,0,0
91,"J:0107","J:0107:15","Franklin","Dehousse","Dehousse","Dehousse","Dehousse",15,"member of the Internet Observatory (2001-03)",0,0,1,0,0,0,0,0,0,0,0,0,0
92,"J:0107","J:0107:16","Franklin","Dehousse","Dehousse","Dehousse","Dehousse",16,"Judge at the General Court from 7 October 2003 to 19 September 2016",0,1,0,1,0,0,0,0,0,0,1,0,0
93,"J:0108","J:0108:01","Sean","Van Raepenbusch","Van Raepenbusch","Van Raepenbusch","Van Raepenbusch",1,"law graduate (Free University of Brussels, 1979)",1,0,0,0,0,0,0,0,0,0,0,0,0
94,"J:0108","J:0108:02","Sean","Van Raepenbusch","Van Raepenbusch","Van Raepenbusch","Van Raepenbusch",2,"Special Diploma in International Law (Brussels, 1980)",1,0,0,0,0,0,0,0,0,0,0,0,0
95,"J:0108","J:0108:03","Sean","Van Raepenbusch","Van Raepenbusch","Van Raepenbusch","Van Raepenbusch",3,"Doctor of Laws (1989)",1,0,0,0,0,0,0,0,0,0,0,0,0
96,"J:0108","J:0108:04","Sean","Van Raepenbusch","Van Raepenbusch","Van Raepenbusch","Van Raepenbusch",4,"Head of the Legal Service of the Société anonyme du canal et des installations maritimes de Bruxelles (1979-84)",0,1,0,0,1,0,0,0,0,0,0,0,0
97,"J:0108","J:0108:05","Sean","Van Raepenbusch","Van Raepenbusch","Van Raepenbusch","Van Raepenbusch",5,"official of the Commission of the European Communities (Directorate-General for Social Affairs, 1984-88)",0,1,0,0,0,1,0,0,0,0,0,0,0
98,"J:0108","J:0108:06","Sean","Van Raepenbusch","Van Raepenbusch","Van Raepenbusch","Van Raepenbusch",6,"member of the Legal Service of the Commission of the European Communities (1988-94)",0,1,0,0,1,0,0,0,0,0,0,0,0
99,"J:0108","J:0108:07","Sean","Van Raepenbusch","Van Raepenbusch","Van Raepenbusch","Van Raepenbusch",7,"Legal Secretary at the Court of Justice of the European Communities (1994-2005)",0,1,0,0,1,1,0,0,0,0,0,0,0
100,"J:0108","J:0108:08","Sean","Van Raepenbusch","Van Raepenbusch","Van Raepenbusch","Van Raepenbusch",8,"Lecturer at the University of Charleroi (international and European social law, 1989-91), at the University of Mons Hainault (European law, 1991-97), at the University of Liège (European civil service law, 1989-91",0,1,0,0,0,0,1,0,0,0,0,0,0
101,"J:0108","J:0108:09","Sean","Van Raepenbusch","Van Raepenbusch","Van Raepenbusch","Van Raepenbusch",9,"institutional law of the European Union, 1995-2005",0,0,1,0,0,0,0,0,0,0,0,0,0
102,"J:0108","J:0108:10","Sean","Van Raepenbusch","Van Raepenbusch","Van Raepenbusch","Van Raepenbusch",10,"European social law, 2004-05) and, since 2006, at the Free University of Brussels (institutional law of the European Union)",0,1,0,0,0,0,1,0,0,0,0,0,0
103,"J:0108","J:0108:11","Sean","Van Raepenbusch","Van Raepenbusch","Van Raepenbusch","Van Raepenbusch",11,"numerous publications on the subject of European social law and institutional law of the European Union",0,1,0,0,0,0,1,0,0,0,0,0,0
104,"J:0108","J:0108:12","Sean","Van Raepenbusch","Van Raepenbusch","Van Raepenbusch","Van Raepenbusch",12,"Judge at the Civil Service Tribunal from 6 October 2005 to 31 August 2016",0,1,0,1,0,0,0,0,0,0,1,0,0
105,"J:0108","J:0108:13","Sean","Van Raepenbusch","Van Raepenbusch","Van Raepenbusch","Van Raepenbusch",13,"President of the Civil Service Tribunal from 7 October 2011 to 31 August 2016",0,1,0,1,0,0,0,0,0,0,1,0,0
106,"J:0109","J:0109:01","Paul","Nihoul","Nihoul","Nihoul","Nihoul",1,"graduated in law from the Université catholique de Louvain (1988)",1,0,0,0,0,0,0,0,0,0,0,0,0
107,"J:0109","J:0109:02","Paul","Nihoul","Nihoul","Nihoul","Nihoul",2,"Master of Laws, Harvard University (1989)",1,0,0,0,0,0,0,0,0,0,0,0,1
108,"J:0109","J:0109:03","Paul","Nihoul","Nihoul","Nihoul","Nihoul",3,"Doctor of Laws (1998)",1,0,0,0,0,0,0,0,0,0,0,0,0
109,"J:0109","J:0109:04","Paul","Nihoul","Nihoul","Nihoul","Nihoul",4,"graduated in philology (1984) and philosophy (1984) from the Université catholique de Louvain",1,0,0,0,0,0,0,0,0,0,0,0,0
110,"J:0109","J:0109:05","Paul","Nihoul","Nihoul","Nihoul","Nihoul",5,"Admitted to the New York Bar (1990)",0,1,0,0,1,0,0,0,0,0,0,0,0
111,"J:0109","J:0109:06","Paul","Nihoul","Nihoul","Nihoul","Nihoul",6,"Attorney and Counselor at Law (New York, 1990-1991)",0,1,0,0,1,0,0,0,0,0,0,0,0
112,"J:0109","J:0109:07","Paul","Nihoul","Nihoul","Nihoul","Nihoul",7,"Legal Secretary at the Court of Justice of the European Communities (1991-1995)",0,1,0,0,1,1,0,0,0,0,0,0,0
113,"J:0109","J:0109:08","Paul","Nihoul","Nihoul","Nihoul","Nihoul",8,"researcher at the Université catholique de Louvain (1995-1999)",0,1,0,0,0,0,1,0,0,0,0,0,0
114,"J:0109","J:0109:09","Paul","Nihoul","Nihoul","Nihoul","Nihoul",9,"Professor at the University of Groningen (1999-2001), then at the Université catholique de Louvain (2001-2016)",0,1,0,0,0,0,1,0,0,0,0,0,0
115,"J:0109","J:0109:10","Paul","Nihoul","Nihoul","Nihoul","Nihoul",10,"at that university, Director of the Centre for Consumer Law (2001-2016), President of the organisation for academic staff (2004-2006) and President of the Institute of Legal Studies (2012-2015)",0,1,0,0,0,0,1,0,0,0,0,0,0
116,"J:0109","J:0109:11","Paul","Nihoul","Nihoul","Nihoul","Nihoul",11,"elected as a member of the ‘Academia Europaea’ in 2010",0,1,0,0,0,0,0,0,0,0,0,0,0
117,"J:0109","J:0109:12","Paul","Nihoul","Nihoul","Nihoul","Nihoul",12,"Visiting Professor at a number of universities, in particular at Paris Dauphine University (2013-2016)",0,1,0,0,0,0,1,0,0,0,0,0,0
118,"J:0109","J:0109:13","Paul","Nihoul","Nihoul","Nihoul","Nihoul",13,"Fulbright scholar, American University (Washington DC, 2010-2011)",1,0,0,0,0,0,0,0,0,0,0,0,1
119,"J:0109","J:0109:14","Paul","Nihoul","Nihoul","Nihoul","Nihoul",14,"Jean Monnet Chair awarded by the European Research Council (1999-2009)",0,1,0,0,0,0,1,0,0,0,0,0,0
120,"J:0109","J:0109:15","Paul","Nihoul","Nihoul","Nihoul","Nihoul",15,"Chair of the Academic Society for Competition Law (2013-2016)",0,1,0,0,0,0,1,0,0,0,0,0,0
121,"J:0109","J:0109:16","Paul","Nihoul","Nihoul","Nihoul","Nihoul",16,"chief editor of a number of legal journals",0,1,0,0,0,0,1,0,0,0,0,0,0
122,"J:0109","J:0109:17","Paul","Nihoul","Nihoul","Nihoul","Nihoul",17,"Judge at the General Court since 19 September 2016",0,1,0,1,0,0,0,0,0,0,1,0,0
123,"J:0110","J:0110:01","Geert","De Baere","De Baere","De Baere","De Baere",1,"lic. iuris (University of Antwerp, 2002)",1,0,0,0,0,0,0,0,0,0,0,0,0
124,"J:0110","J:0110:02","Geert","De Baere","De Baere","De Baere","De Baere",2,"LL.M. (2003) and PhD (2007) (King’s College, University of Cambridge)",1,0,0,0,0,0,0,0,0,0,0,0,1
125,"J:0110","J:0110:03","Geert","De Baere","De Baere","De Baere","De Baere",3,"Visiting Research Fellow at Columbia Law School (2005)",0,1,0,0,0,0,1,0,0,0,0,0,1
126,"J:0110","J:0110:04","Geert","De Baere","De Baere","De Baere","De Baere",4,"Postdoctoral Research Associate at the University of Antwerp (2007-09)",0,1,0,0,0,0,1,0,0,0,0,0,0
127,"J:0110","J:0110:05","Geert","De Baere","De Baere","De Baere","De Baere",5,"Visiting Professor (2009), subsequently Assistant Professor (2010-14) and Associate Professor (from 2015) in EU law and international law at the University of Leuven (KU Leuven)",0,1,0,0,0,0,1,0,0,0,0,0,0
128,"J:0110","J:0110:06","Geert","De Baere","De Baere","De Baere","De Baere",6,"Legal Secretary at the Court of Justice of the European Union in the chambers of Advocate General Sharpston (2007-09), subsequently of Judge Prechal (2016-17)",0,1,0,0,1,1,0,0,0,0,0,0,0
129,"J:0110","J:0110:07","Geert","De Baere","De Baere","De Baere","De Baere",7,"Judge at the General Court since 4 October 2017",0,1,0,1,0,0,0,0,0,0,1,0,0
130,"J:0201","J:0201:01","Maurice","Lagrange","Lagrange","Lagrange","Lagrange",1,"Maurice LAGRANGE Born on 14 May 1900 in Meudon",0,0,1,0,0,0,0,0,0,0,0,0,0
131,"J:0201","J:0201:02","Maurice","Lagrange","Lagrange","Lagrange","Lagrange",2,"French national",0,0,1,0,0,0,0,0,0,0,0,0,0
132,"J:0201","J:0201:03","Maurice","Lagrange","Lagrange","Lagrange","Lagrange",3,"joined the Council of State following a competition and was Legal Assistant (Second Class) (1924), Legal Assistant (First Class) (1929), Legal Adviser (1934), Councillor of State in the Finance Section (1945)",0,1,0,0,1,1,0,0,0,0,0,0,0
133,"J:0201","J:0201:04","Maurice","Lagrange","Lagrange","Lagrange","Lagrange",4,"Commissaire du gouvernement",0,1,0,0,0,1,0,0,0,0,0,0,0
134,"J:0201","J:0201:05","Maurice","Lagrange","Lagrange","Lagrange","Lagrange",5,"participated, as legal expert, in the negotiations which resulted in the signing of the Treaty establishing the ECSC (1950)",0,1,0,0,0,1,0,0,0,0,0,0,0
